Manuscript,Canonical Story ID,Canonical Story Title,Folio Start,Column Start,Line Start,Folio End,Column End,Line End,Miracle Number,Number of Paintings,Incipit,Macomber Incipit,Confidence Score,Notes
EMML (HMML) 5520,153,The young man who used to bring roses to the icon of Saint Mary.,10b,,,10b,,,,,,FALSE,,
EMML (HMML) 5520,154,The two women who were attacked by robbers on their way to church.,134b,,,134b,,,,,,FALSE,,
EMML (HMML) 5520,158,The prioress who became pregnant after sinning with a servant.,75b,,,75b,,,,,,FALSE,,
EMML (HMML) 5520,161,The pious monk (or: Hebrew from Akhmim) whom Saint Mary made young.,17a,,,17a,,,,,,FALSE,,
EMML (HMML) 5520,162,The pious monk scribe who used to write Saint Mary's name in golden ink.,135b,,,135b,,,,,,FALSE,,
EMML (HMML) 5520,163,"The Muslim whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.",51b,,,51b,,,,,,FALSE,,
EMML (HMML) 5520,167,The woman who was prevented from fasting by her husband.,156a,,,156a,,,,,,FALSE,,
EMML (HMML) 5520,179,The monk who has carried by the bretheren to church when he became too sick to walk.,40a,,,40a,,,,,,FALSE,,
EMML (HMML) 5520,180,The rich knight who was advised by an abbot to pray to Saint Mary to win the heart of the woman with whom he was in love.,37a,,,37a,,,,,,FALSE,,
EMML (HMML) 5520,183,A herdsman saves his beasts in a storm by praying to Saint Mary.,43a,,,43a,,,,,,FALSE,,
EMML (HMML) 5520,185,The rich woman who went with the monks to the manbalis for prayer and there saw a vision of Saint Mary.,74a,,,74a,,,,,ወሀሎ፡ አሐዱ፡ ደብር፡ ዘመነኮሳት፡ ወልማዶሙ፡ ለእሉ፡ መነኮሳት፡ የሐውሩ፡ ለለ፡ ዓመት፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ዘእግዝእትነ፡ ማርያም፡ በበዐለ፡ ዚአሃ፡ ወይገብሩ፡ በዐለ፡ ዐቢየ። ወአሐተ፡ ዕለተ፡ እንዘ፡ የሐውሩ፡ እሙንቱ፡ መነኮሳት፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ከመ፡ ያብዕሉ፡ በከመ፡ ልማዶሙ፡ ወሖረት፡ ምስሌሆሙ፡ አሐቲ፡ ብእሲት፡ ክብርተ፡ ዘመድ፡ ወባዕልት,TRUE,High,
EMML (HMML) 5520,185,The rich woman who went with the monks to the manbalis for prayer and there saw a vision of Saint Mary.,166a,,,166a,,,,,ወሀሎ፡ አሐዱ፡ ደብር፡ ዘመነኮሳት፡ ወልማዶሙ፡ ለእሉ፡ መነኮሳት፡ የሐውሩ፡ ለለ፡ ዓመት፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ዘእግዝእትነ፡ ማርያም፡ በበዐለ፡ ዚአሃ፡ ወይገብሩ፡ በዐለ፡ ዐቢየ። ወአሐተ፡ ዕለተ፡ እንዘ፡ የሐውሩ፡ እሙንቱ፡ መነኮሳት፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ከመ፡ ያብዕሉ፡ በከመ፡ ልማዶሙ፡ ወሖረት፡ ምስሌሆሙ፡ አሐቲ፡ ብእሲት፡ ክብርተ፡ ዘመድ፡ ወባዕልት,TRUE,High,
EMML (HMML) 5520,187,The peasant who complained to Saint Mary because she did not reply to his Hail Mary.,9b,,,9b,,,,,,FALSE,,
EMML (HMML) 5520,190,The Muslim who found an icon of Saint Mary in his house.,49b,,,49b,,,,,,FALSE,,
EMML (HMML) 5520,194,The pious rich man whom Satan served in hopes of destroying him.,167b,,,167b,,,,,,FALSE,,
EMML (HMML) 5520,203,"The knight who denied Christ at the bidding of Satan, in order to have fine clothes for a reception, but refused to deny Saint Mary.",18a,,,18a,,,,,,FALSE,,
EMML (HMML) 5520,204,The monk who was custodian of a church near a river and drowned while trying to cross to visit his lover.,47a,,,47a,,,,,,FALSE,,
EMML (HMML) 5520,206,The nun whom Saint Mary admonished to recite the Hail Mary more attentively.,20b,,,20b,,,,,,FALSE,,
EMML (HMML) 5520,207,The monk who saved the church of Saint Mary in Atrib by his prayers when its destruction had been ordered by the Caliph.,86a,,,86a,,,,,,FALSE,,
EMML (HMML) 5520,236,Saint Mary gives a thirsty dog water to drink from her shoe.,149a,,,149a,,,,,,FALSE,,
EMML (HMML) 5520,385,The hungry man whom Saint Mary used to feed.,157a,,,157a,,,,,,FALSE,,
EMML (HMML) 5520,400,The five dolours of Saint Mary.,55a,,,55a,,,,,ወበአሐቲ፡ ዕለት፡ ይቤላ፡ ክርስቶስ፡ ለእሙ፡ አይ፡ የዓቢ፡ እምነ፡ ሐዘናት፡ ዘረከበኪ,TRUE,High,
EMML (HMML) 5522,215,The vision of Gregory the Seer [ra'eya hebu'at] .,42b,,,42b,,,,,,FALSE,,
EMML (HMML) 5522,402,The monastic community that was supplied with provisions by Saint Mary.,45b,,,45b,,,,,,FALSE,,
EMML (HMML) 5522,403,Saint Mary appears to a monk and saves him from being deceived by Satan.,8a,,,8a,,,,,,FALSE,,
EMML (HMML) 5522,406,The pious priest to whom Satan came for confession.,37b,,,37b,,,,,,FALSE,,
EMML (HMML) 6062,65,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",66a,,,66a,,,,,,FALSE,,
EMML (HMML) 6062,110,The arrival of the Holy Family in Sāmǝnon.,44b,,,44b,,,,,,FALSE,,
EMML (HMML) 6062,111,The arrival of the Holy Family in Sāmǝnon.,68a,,,68a,,,,,,FALSE,,
EMML (HMML) 6062,213,Saint Paul is taken to the third heaven and there sees Saint Mary.,13a,,,13a,,,,,,FALSE,,
EMML (HMML) 6062,215,The vision of Gregory the Seer [ra'eya hebu'at] .,15a,,,15a,,,,,,FALSE,,
EMML (HMML) 6062,216,"Saint Mary appears to Sawla, the wife of the martyr, Giyorgis Haddis.",16b,,,16b,,,,,,FALSE,,
EMML (HMML) 6062,217,The history ot Däbrä Mahew near Jerusalem and its miraculous spring.,17b,,,17b,,,,,,FALSE,,
EMML (HMML) 6062,218,"The story of Awr, the son of the princess and the magician, Abrasit.",18a,,,18a,,,,,,FALSE,,
EMML (HMML) 6062,219,Saint Mary cures the son of a Roman official in Bethlehem.,19b,,,19b,,,,,,FALSE,,
EMML (HMML) 6062,225,The vision of Anthony of Däbrä Qʷəsqʷam (continued).,24a,,,24a,,,,,,FALSE,,
EMML (HMML) 6062,229,The blessing given to the animals at Däbrä Qʷəsqʷam by the anointing of Saint Mary.,26b,,,26b,,,,,,FALSE,,
EMML (HMML) 6062,231,The vision of Timothy of Alexandria: The life of Saint Mary to the birth of Christ.,28a,,,28a,,,,,,FALSE,,
EMML (HMML) 6062,241,Saint Peter gives Saint John Chrysostom the keys of the kingdom and Saint John the Evangelist gives him the Gospels; then Saint Mary appears to him.,47a,,,47a,,,,,,FALSE,,
EMML (HMML) 6062,242,The Jews try to burn down the house where Saint Mary is staying but are burned up instead.,47b,,,47b,,,,,,FALSE,,
EMML (HMML) 6062,243,The Holy Spirit recounts the salvific events that have occurred on Sunday.,28a,,,28a,,,,,,FALSE,,
EMML (HMML) 6062,256,"Saint Mary, together with Saints Irene and Sophia, appears to Saint Basil and tells him where her icon is buried.",32a,,,32a,,,,,,FALSE,,
EMML (HMML) 6062,257,Saint Basil finds the buried icon of Saint Mary.,33a,,,33a,,,,,,FALSE,,
EMML (HMML) 6062,258,Saint Mary tells Saint Basil to take two pillars from a pagan temple.,34a,,,34a,,,,,,FALSE,,
EMML (HMML) 6062,259,Saint Mary sets up the pillars in the church and makes a miraculous spring flow out at their base.,35a,,,35a,,,,,,FALSE,,
EMML (HMML) 6062,261,Saint John the Evangelist sees Christ kissing Saint Mary's burial cloth.,46b,,,46b,,,,,,FALSE,,
EMML (HMML) 6062,262,Saint Mary's soul descends from heaven in a tent of light.,48a,,,48a,,,,,,FALSE,,
EMML (HMML) 6062,291,"When Satan destroys the oven of a monastery, he is compelled to serve the monks for twelve years in punishment.",56b,,,56b,,,,,,FALSE,,
EMML (HMML) 6062,312,A column falls and breaks the leg of the son of an official when Muslims destroy a church of Saint Mary in Homs.,55a,,,55a,,,,,,FALSE,,
EMML (HMML) 6062,382,The Egyptian woman who lost a silver plate while bathing in a miraculous spring.,58a,,,58a,,,,,,FALSE,,
EMML (HMML) 6062,425,Brigands try to steal from a church of Saint Mary in Syria but are unable to bring what they have stolen out of the church.,64b,,,64b,,,,,,FALSE,,
EMML (HMML) 6062,426,A child whom his mother had vowed to Saint Mary is rescued from drowning.,54a,,,54a,,,,,,FALSE,,
EMML (HMML) 6062,429,A thief is hanged upside down with the objects he stole from the church of Saint Mary in Sebkahad.,58b,,,58b,,,,,,FALSE,,
EMML (HMML) 613,67,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",121a,,,121a,,,,,,FALSE,,
EMML (HMML) 613,451,"King Yasay of Egypt, who became a monk in Däbrä Rom.",141a,,,141a,,,,,,FALSE,,
EMML (HMML) 613,454,Patriarch Tewoqritos of Jerusalem rebukes King Akratis of Egypt for not fasting or praying.,143b,,,143b,,,,,,FALSE,,
EMML (HMML) 613,455,"The story of Astaqaˀos, the European potter who was buried alive.",147a,,,147a,,,,,,FALSE,,
EMML (HMML) 613,457,"The soul of Christina, the wife of Aaron, an Egyptian official, goes to Heaven.",161b,,,161b,,,,,,FALSE,,
EMML (HMML) 613,462,"Paraleya from Iyyoram, who was beaten by her husband because she was childless.",154b,,,154b,,,,,,FALSE,,
EMML (HMML) 613,463,"Emperor Honorius, who lived like a monk.",154a,,,154a,,,,,,FALSE,,
EMML (HMML) 613,505,"Deganna, the church builder, who was asked by King Aktab to build a temple for his pagan gods.",145a,,,145a,,,,,,FALSE,,
EMML (HMML) 613,507,"Barnabas from Sandafa, who used to venerate Saint Mary's icon.",148a,,,148a,,,,,,FALSE,,
EMML (HMML) 613,508,"Qawestos, the husband of Akroseya, becomes a disciple of Saint Clement.",157b,,,157b,,,,,,FALSE,,
EMML (HMML) 613,558,Emperor Zärˀa Yaˁəqob institutes monthly feasts of Saint Mary.,97b,,,97b,,,,,ወካዕበ፡ ስምዑ፡ ዘከመ፡ ገብረ፡ ላቲ፡ ለእግዝእትነ፡…. ንጉሥነ፡ ዘርአ፡ ያዕቆብ፡ ወበጸጋ፡ እግዚአብሔር፡ ዘተሰምየ፡ ርቱዓ፡ ሃይማኖት፡ አስከሬነ፡ መንፈስ፡ ቅዱስ፡ ማህቶተ፡ ጥበብ፡ ወምሉዓ፡ አእምሮ,TRUE,High,
EMML (HMML) 6196,7,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",81r,,,81r,,,,,,FALSE,,
EMML (HMML) 6196,13,"The election of Patriarch Matthew I ,",9r,,,9r,,,,,,FALSE,,
EMML (HMML) 6196,16,"A nun sacristan elopes with a priest, but afterwards they repent.",34r,,,34r,,,,,,FALSE,,
EMML (HMML) 6196,19,The mighty Goliath threatens to destroy the monastery of Saint Mary.,19v,,,19v,,,,,,FALSE,,
EMML (HMML) 6196,27,The events that occurred during the captivity of Abbots Samuˀel of Däbrä Qaləmon and John of Scete.,22r,,,22r,,,,,,FALSE,,
EMML (HMML) 6196,33,The Muslims who stole the furnishings of a church of Saint Mary located near the western boundary of Ethiopia and were struck by lightning.,24a,,,24a,,,,,,FALSE,,
EMML (HMML) 6196,43,A thief is hanged upside down with the objects he stole from the church of Saint Mary in Sebkahad.,40a,,,40a,,,,,,FALSE,,
EMML (HMML) 6196,48,"Tekta, who is childless, has a dream about ten generations ending with the moon and the sun.",43a,,,43a,,,,,,FALSE,,
EMML (HMML) 6196,54,A barren woman conceives and bears salda Masqal.,27a,,,27a,,,,,,FALSE,,
EMML (HMML) 6196,57,"Eusebius, whom Saint Mary took to Heaven.",49b,,,49b,,,,,,FALSE,,
EMML (HMML) 6196,59,The woman who was crossing a river on a raft [mezlal].,46a,,,46a,,,,,,FALSE,,
EMML (HMML) 6196,61,The vision of Saint John in the Apocalypse.,52b,,,52b,,,,,,FALSE,,
EMML (HMML) 6196,68,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",55a,,,55a,,,,,,FALSE,,
EMML (HMML) 6196,82,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",57a,,,57a,,,,,,FALSE,,
EMML (HMML) 6196,83,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",59b,,,59b,,,,,,FALSE,,
EMML (HMML) 6196,99,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",63a,,,63a,,,,,,FALSE,,
EMML (HMML) 6196,103,The arrival of the Holy Family in Sāmǝnon.,66a,,,66a,,,,,,FALSE,,
EMML (HMML) 6196,112,The arrival of the Holy Family in Sāmǝnon.,68b,,,68b,,,,,,FALSE,,
EMML (HMML) 6196,125,The story of the cannibal from Qemer.,86a,,,86a,,,,,,FALSE,,
EMML (HMML) 6196,140,The sinful deacon whom his enemies could not kill until he had confessed himself to a priest.,76b,,,76b,,,,,,FALSE,,
EMML (HMML) 6196,142,"The deacon's prayer that contained five times ""Rejoice!"" [tafassehiyat].",79a,,,79a,,,,,,FALSE,,
EMML (HMML) 6196,148,The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel),94a,,,94a,,,,,,FALSE,,
EMML (HMML) 6196,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,90b,,,90b,,,,,,FALSE,,
EMML (HMML) 6196,153,The young man who used to bring roses to the icon of Saint Mary.,29a,,,29a,,,,,,FALSE,,
EMML (HMML) 6196,154,The two women who were attacked by robbers on their way to church.,32a,,,32a,,,,,,FALSE,,
EMML (HMML) 6196,158,The prioress who became pregnant after sinning with a servant.,71a,,,71a,,,,,,FALSE,,
EMML (HMML) 6196,161,The pious monk (or: Hebrew from Akhmim) whom Saint Mary made young.,13b,,,13b,,,,,,FALSE,,
EMML (HMML) 6196,163,"The Muslim whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.",17b,,,17b,,,,,,FALSE,,
EMML (HMML) 6196,187,The peasant who complained to Saint Mary because she did not reply to his Hail Mary.,12a,,,12a,,,,,,FALSE,,
EMML (HMML) 6196,236,Saint Mary gives a thirsty dog water to drink from her shoe.,97a,,,97a,,,,,,FALSE,,
EMML (HMML) 625,400,The five dolours of Saint Mary.,55a,,,55a,,,,,,FALSE,,
EMML (HMML) 6343,622,"When Agabos from Dalga enters the church, the icon of Saint Mary weeps.",120b,,,120b,,,,,,FALSE,,
EMML (HMML) 640,82,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",40b,,,40b,,,,,,FALSE,,
EMML (HMML) 642,1-A,Vision of Theophilus of Alexandria.,13v,,,13v,,,,,,FALSE,,
EMML (HMML) 642,15,A man who drowned when a pilgrim ship sank is resuscitated.,85r,,,85r,,,,,,FALSE,,
EMML (HMML) 642,36,The punishment of a custodian of a church who did not obey the bishop.,179b,,,179b,,,,,,FALSE,,
EMML (HMML) 642,39,Satan tries to prevent Abba Samuˀel of Wali from praying by seizing his prayer book.,90a,,,90a,,,,,,FALSE,,
EMML (HMML) 642,41,The magistrate whom the king accused of embezzlement.,95b,,,95b,,,,,,FALSE,,
EMML (HMML) 642,47,"The prodigal son of a man who used, when he was alive, to feed two persons; Saint Mary promises him riches, but he finds only two grains of gold.",153a,,,153a,,,,,,FALSE,,
EMML (HMML) 642,64,The heir who planned to terminate his father's custom of a monthly feast in honor of Saint Mary.,80a,,,80a,,,,,,FALSE,,
EMML (HMML) 642,67,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",80b,,,80b,,,,,,FALSE,,
EMML (HMML) 642,75,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",88b,,,88b,,,,,,FALSE,,
EMML (HMML) 642,76,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",89b,,,89b,,,,,,FALSE,,
EMML (HMML) 642,81,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",49a,,,49a,,,,,,FALSE,,
EMML (HMML) 642,88,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",201b,,,201b,,,,,,FALSE,,
EMML (HMML) 642,89,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",27a,,,27a,,,,,,FALSE,,
EMML (HMML) 642,102,The arrival of the Holy Family in Sāmǝnon.,191a,,,191a,,,,,,FALSE,,
EMML (HMML) 642,108,The arrival of the Holy Family in Sāmǝnon.,47a,,,47a,,,,,,FALSE,,
EMML (HMML) 642,118,The merchant from Senfewat who struck the icon of Saint Mary.,92a,,,92a,,,,,,FALSE,,
EMML (HMML) 642,122,The miracle concerning the golden ink during the reign of King Dawit.,82a,,,82a,,,,,,FALSE,,
EMML (HMML) 642,123,"The chastisement of the heretic, Nestorius.",201a,,,201a,,,,,,FALSE,,
EMML (HMML) 642,124,Saint Basil and the rich man who refused to give him a tablet [saleda] for an icon of Saint Mary.,107a,,,107a,,,,,,FALSE,,
EMML (HMML) 642,128,The story of Saint Menas and his brother.,137b,,,137b,,,,,,FALSE,,
EMML (HMML) 642,133,The places in Egypt visited by the Holy Family.,79a,,,79a,,,,,,FALSE,,
EMML (HMML) 642,141-B,"When Pariqos of Fesa confesses his sins to the bishop, the latter, refusing him absolution, tells him to go to Abba Yaceqob (Santiago).",146b,,,146b,,,,,,FALSE,,
EMML (HMML) 642,211,Saint Mary incenses Thecla (continuation of the preceding).,127a,,,127a,,,,,,FALSE,,
EMML (HMML) 642,215,The vision of Gregory the Seer [ra'eya hebu'at] .,128b,,,128b,,,,,,FALSE,,
EMML (HMML) 642,218,"The story of Awr, the son of the princess and the magician, Abrasit.",129b,,,129b,,,,,,FALSE,,
EMML (HMML) 642,230,The priest who left the keys of the church locked up inside.,57b,,,57b,,,,,,FALSE,,
EMML (HMML) 642,231,The vision of Timothy of Alexandria: The life of Saint Mary to the birth of Christ.,58a,,,58a,,,,,,FALSE,,
EMML (HMML) 642,232,The vision of Timothy of Alexandria: The flight into Egypt.,54a,,,54a,,,,,,FALSE,,
EMML (HMML) 642,275,Saint Mary appears to Saint Theodore the Anatolian.,195a,,,195a,,,,,,FALSE,,
EMML (HMML) 642,276,"The fate of the monk, Giyorgis, who followed the teachings of Za-Mika'el.",73a,,,73a,,,,,,FALSE,,
EMML (HMML) 642,282,Anonymous homily against the report that the Apostles abandoned the body of Saint Mary when they were attacked by the Jews during her funeral procession.,22a,,,22a,,,,,,FALSE,,
EMML (HMML) 642,283,A Christian community is attacked by a neighboring Muslim community.,181a,,,181a,,,,,,FALSE,,
EMML (HMML) 642,285,A Jew is led to baptism by a dream about a lion and a monk; afterwards he curses a Jew at the latter's request.,182a,,,182a,,,,,,FALSE,,
EMML (HMML) 642,288,Batergela Maryam is accused of treason and is imprisoned.,175a,,,175a,,,,,,FALSE,,
EMML (HMML) 642,290,"When the destruction of Däbrä Metmaq is reported in Ethiopia, the king orders the construction of a new monastery to take its place.",177b,,,177b,,,,,,FALSE,,
EMML (HMML) 642,312,A column falls and breaks the leg of the son of an official when Muslims destroy a church of Saint Mary in Homs.,195b,,,195b,,,,,,FALSE,,
EMML (HMML) 642,315,Saint Mary stays in the Temple.,10a,,,10a,,,,,,FALSE,,
EMML (HMML) 642,316-A,The conception and nativity of Saint Mary.,8a,,,8a,,,,,,FALSE,,
EMML (HMML) 642,317,Saint Mary is espoused to Saint Joseph.,11a,,,11a,,,,,,FALSE,,
EMML (HMML) 642,322,The people of an Egyptian town set fierce dogs on the Holy Family.,19b,,,19b,,,,,,FALSE,,
EMML (HMML) 642,323,The hunter who discovered the Holy Family in flight is turned into a dog when he violates his oath not to reveal them.,172a,,,172a,,,,,,FALSE,,
EMML (HMML) 642,324,The Holy Family visits the king of the Semites.,18a,,,18a,,,,,,FALSE,,
EMML (HMML) 642,326,The Holy Family uses stones instead of a boat to cross the Nile.,19a,,,19a,,,,,,FALSE,,
EMML (HMML) 642,327,The three pious priests and monks who wore fine clothes.,46a,,,46a,,,,,,FALSE,,
EMML (HMML) 642,330,The punishment of an Ethiopian woman who swore falsely that she had not committed adultery with another woman's husband.,174b,,,174b,,,,,,FALSE,,
EMML (HMML) 642,331,The monk who was expelled from school when he could not pay his teacher.,198b,,,198b,,,,,,FALSE,,
EMML (HMML) 642,332,The new tabot of Saint Mary that was found outside the box in which it had been placed.,174a,,,174a,,,,,,FALSE,,
EMML (HMML) 642,333,"A monk, while guarding a church, has a nocturnal emission and finds himself suddenly outside the courtyard of the church.",183a,,,183a,,,,,,FALSE,,
EMML (HMML) 642,334,An angel drives away the custodian of a church of Saint Mary when he was about to enter after sinning with a woman.,96b,,,96b,,,,,,FALSE,,
EMML (HMML) 642,335,The Ethiopian general who went off to fight the Muslims without the consent of the king.,174a,,,174a,,,,,,FALSE,,
EMML (HMML) 642,341,The thieves who stole the furnishings of a church of Saint Mary and refused to restore them when she appeared to them.,173a,,,173a,,,,,,FALSE,,
EMML (HMML) 642,349,The Ethiopian pilgrim who was expelled from the Church (of the Resurrection) in Jerusalem during the Easter services.,52a,,,52a,,,,,,FALSE,,
EMML (HMML) 642,350,"The icon of Saint Mary in the church of the ""Romans"" that rebuked the Ethiopians for approaching with their shoes on.",53b,,,53b,,,,,,FALSE,,
EMML (HMML) 642,351,"The rich man who left the church because the priest was saying the Anaphora of Saint Mary, Gwasca, on a big feast day.",88a,,,88a,,,,,,FALSE,,
EMML (HMML) 642,352,The rich persons who stored their wealth in a church.,180b,,,180b,,,,,,FALSE,,
EMML (HMML) 642,354,The monasteries summon King (Dawit) of Ethiopia to abdicate.,185b,,,185b,,,,,,FALSE,,
EMML (HMML) 642,356,Saint Mary appears to a priest of Däbrä Maryam in Sire.,171a,,,171a,,,,,,FALSE,,
EMML (HMML) 642,357,The pilgrim who was journeying to Jerusalem through Hamda.,100b,,,100b,,,,,,FALSE,,
EMML (HMML) 642,361,The pious monk who drowned while crossing a river on his way to a feast that was being given by a rich man in honor of the Assumption.,186b,,,186b,,,,,,FALSE,,
EMML (HMML) 642,362,The blind teacher whom his pupils wanted to push over a cliff while they were on their way to a feast being given in honor of the Assumption.,184b,,,184b,,,,,,FALSE,,
EMML (HMML) 642,367,"When a couple tries to marry their son whom they had dedicated to Saint Mary, he falls sick to the point of death.",185a,,,185a,,,,,,FALSE,,
EMML (HMML) 642,369,Saint Alexius lives for fifteen years near a church of Saint Mary in Armenia.,171b,,,171b,,,,,,FALSE,,
EMML (HMML) 642,380,Zärˀa Yaˁəqob is given a sign of Badlay's fall.,96a,,,96a,,,,,,FALSE,,
EMML (HMML) 642,381,Saint Mary appears to the gabaz of her church in Waybela and tells him about the fall of Badlay.,200b,,,200b,,,,,,FALSE,,
EMML (HMML) 642,382,The Egyptian woman who lost a silver plate while bathing in a miraculous spring.,202b,,,202b,,,,,,FALSE,,
EMML (HMML) 642,387,Saint Mary turns water over which her anaphora was recited by Abba Samuˀel of Wali into miraculous bread.,101a,,,101a,,,,,ወካዕበ፡ ለውእቱ፡ ብእሴ፡ እግዚአብሔር፡ ገብረት፡ እግዝእትነ፡…. አመ፡ ፳፡ ወ፩፡ በሰኔ፡ እንተ፡ ይእቲ፡ በዓላ፡ ወሶበ፡ ፈጸመ፡ ጸሎቶ፡ እንዘ፡ የዓጥን፡ ሥዕለ፡ እግዝእትነ፡…. እመ፡ መለኮት፡ በአንብዕ፡ ወበገዓር፡ ብዙኅ። ወእምድኅረ፡ ፈጸመ፡ ጸሎቶ፡ አስተጋብኦ፡ ለማይ፡ ነሢኦ፡ በእደዊሁ፡ ፈቂዶ፡ ከመ፡ ይስተዮ። ወሶበ፡ ተመጠወ፡ ኮነት፡ ይእቲ፡ ማይ፡ ፀዓዳ፡ ኅብስተ፡ በውስተ፡ እዴሁ,TRUE,High,
EMML (HMML) 642,409,The magistrate whom the king accused of embezzlement.,154a,,,154a,,,,,,FALSE,,
EMML (HMML) 642,411,The hunter who caught a gassa kalb in his net.,154b,,,154b,,,,,,FALSE,,
EMML (HMML) 642,419,"Oz, the Byzantine monk, is shown a vision of Hell by Saint Urael.",106b,,,106b,,,,,,FALSE,,
EMML (HMML) 642,423,The church of Saint Mary in Spain to which she used to bring Christian captives.,83b,,,83b,,,,,,FALSE,,
EMML (HMML) 642,425,Brigands try to steal from a church of Saint Mary in Syria but are unable to bring what they have stolen out of the church.,187b,,,187b,,,,,,FALSE,,
EMML (HMML) 642,431,The inhabitants of an Egyptian town who plot to hand Jesus over to King Herod are turned into animals.,20a,,,20a,,,,,,FALSE,,
EMML (HMML) 642,436,Saint Mary gives a cup of the water of life to an Ethiopian monk in Jerusalem.,101a,,,101a,,,,,,FALSE,,
EMML (HMML) 642,439,The European who tried to steal the icon of Saint Mary from Däbrä Sedeneya.,96b,,,96b,,,,,,FALSE,,
EMML (HMML) 642,443,A container of oil remains suspended in mid air in a church of Saint Mary when the cord by which it was suspended breaks.,100b,,,100b,,,,,,FALSE,,
EMML (HMML) 642,445,The Nativity of Christ.,12b,,,12b,,,,,,FALSE,,
EMML (HMML) 642,448,The story of Julius Aqfahasi.,109b,,,109b,,,,,,FALSE,,
EMML (HMML) 642,450,"The story of King Tarses of Fars, who loved to kill Christians.",109b,,,109b,,,,,,FALSE,,
EMML (HMML) 642,451,"King Yasay of Egypt, who became a monk in Däbrä Rom.",112a,,,112a,,,,,,FALSE,,
EMML (HMML) 642,452,"The Jew from Rome who wanted to kill Christians, but was seized by the priests of the church of Saint Mary.",110a,,,110a,,,,,,FALSE,,
EMML (HMML) 642,453,Saint Mary heals the wounds of Ermeyis of Sidon with a drop of her milk.,113a,,,113a,,,,,,FALSE,,
EMML (HMML) 642,454,Patriarch Tewoqritos of Jerusalem rebukes King Akratis of Egypt for not fasting or praying.,113b,,,113b,,,,,,FALSE,,
EMML (HMML) 642,455,"The story of Astaqaˀos, the European potter who was buried alive.",117b,,,117b,,,,,,FALSE,,
EMML (HMML) 642,456,"The temptations that Akroseya, the wife of Qawestos, overcame.",137b,,,137b,,,,,,FALSE,,
EMML (HMML) 642,458,The Muslims who spent the night at the ruins of Däbrä Metmaq.,179a,,,179a,,,,,,FALSE,,
EMML (HMML) 642,460-A,"When Israel Sins against the Law, the Philistines defeat them and carry off the Ark of Zion, which then chastizes them.",71b,,,71b,,,,,,FALSE,,
EMML (HMML) 642,461-A,The havoc wrought among the Philistines by the Ark of Zion.,72a,,,72a,,,,,,FALSE,,
EMML (HMML) 642,462,"Paraleya from Iyyoram, who was beaten by her husband because she was childless.",134b,,,134b,,,,,,FALSE,,
EMML (HMML) 642,463,"Emperor Honorius, who lived like a monk.",195a,,,195a,,,,,,FALSE,,
EMML (HMML) 642,464,"King Bartaqu of Greece, who became a monk.",118b,,,118b,,,,,,FALSE,,
EMML (HMML) 642,465,"A dragon that had swallowed up Efrem, a monk of Däbrä Timona, is compelled to vomit him up alive ten days later.",112a,,,112a,,,,,,FALSE,,
EMML (HMML) 642,469,"The prodigal son of a man who used, when he was alive, to feed two persons; Saint Mary promises him riches, but he finds only two grains of gold.",197a,,,197a,,,,,,FALSE,,
EMML (HMML) 642,470,Synaxary entry for the 16th of Yakkatit: Saint Mary receives the Pact of Mercy.,52b,,,52b,,,,,,FALSE,,
EMML (HMML) 642,472,"Archbishop Tilas, who was seized by Jews while carrying a golden chalice.",110b,,,110b,,,,,,FALSE,,
EMML (HMML) 642,473,"Elias from Elkesus, who was falsely accused and was suspended by the abbot.",111b,,,111b,,,,,,FALSE,,
